Processed,ID,Req. Timestamp,Method,URL,Code,Reason,RTT,Size Resp. Header,Size Resp. Body,Highest Alert,Note,Tags
Processed,8471,Tue Sep 16 00:19:38 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,531,150,10149,Medium,false,"Form, Object, Comment"
Processed,8472,Tue Sep 16 00:19:38 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,523,150,10149,Medium,false,"Form, Object, Comment"
Out of Scope,8473,Tue Sep 16 00:19:39 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Processed,8474,Tue Sep 16 00:19:39 IST 2025,GET,http://testfire.net/,200,OK,529,149,9405,Medium,false,"Form, Comment"
Processed,8475,Tue Sep 16 00:19:39 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,515,150,10149,Medium,false,"Form, Object, Comment"
Out of Scope,8476,Tue Sep 16 00:19:40 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Processed,8477,Tue Sep 16 00:19:40 IST 2025,GET,http://testfire.net/index.jsp?content=business_deposit.htm,200,OK,509,149,7883,Medium,false,"Form, Comment"
Processed,8478,Tue Sep 16 00:19:41 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,518,150,10149,Medium,false,"Form, Object, Comment"
Out of Scope,8479,Tue Sep 16 00:19:41 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Processed,8480,Tue Sep 16 00:19:42 IST 2025,GET,http://testfire.net/altoro/images/gradient.jpg,404,Not Found,516,156,6958,Medium,false,"Form, Comment"
Out of Scope,8481,Tue Sep 16 00:19:43 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Processed,8482,Tue Sep 16 00:19:43 IST 2025,GET,http://testfire.net/,200,OK,262,149,9405,Medium,false,"Form, Comment"
Processed,8483,Tue Sep 16 00:19:44 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,517,150,10149,Medium,false,"Form, Object, Comment"
Processed,8484,Tue Sep 16 00:19:44 IST 2025,GET,http://testfire.net/index.jsp?content=inside_investor.htm,200,OK,1546,149,8322,Medium,false,"Form, Comment"
Processed,8485,Tue Sep 16 00:19:45 IST 2025,GET,http://testfire.net/images/inside3.jpg,200,OK,514,229,7858,Low,false,
Out of Scope,8486,Tue Sep 16 00:19:46 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Processed,8487,Tue Sep 16 00:19:46 IST 2025,GET,http://testfire.net/,200,OK,762,149,9405,Medium,false,"Form, Comment"
Processed,8488,Tue Sep 16 00:19:47 IST 2025,GET,http://testfire.net/,200,OK,726,149,9405,Medium,false,"Form, Comment"
Processed,8489,Tue Sep 16 00:19:47 IST 2025,GET,http://testfire.net/,200,OK,638,149,9405,Medium,false,"Form, Comment"
Processed,8490,Tue Sep 16 00:19:48 IST 2025,GET,http://testfire.net/index.jsp?content=personal_loans.htm,200,OK,693,149,7832,Medium,false,"Form, Comment"
Processed,8491,Tue Sep 16 00:19:49 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,602,150,10149,Medium,false,"Form, Object, Comment"
Processed,8492,Tue Sep 16 00:19:49 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,585,150,10149,Medium,false,"Form, Object, Comment"
Processed,8493,Tue Sep 16 00:19:50 IST 2025,GET,http://testfire.net/index.jsp?content=security.htm,200,OK,550,150,11368,Medium,false,"Form, Comment"
Out of Scope,8494,Tue Sep 16 00:19:51 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Out of Scope,8495,Tue Sep 16 00:19:51 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Processed,8496,Tue Sep 16 00:19:50 IST 2025,GET,http://testfire.net/images/icon_top.gif,404,Not Found,521,156,6958,Medium,false,"Form, Comment"
Processed,8497,Tue Sep 16 00:19:52 IST 2025,GET,http://testfire.net/,200,OK,265,149,9405,Medium,false,"Form, Comment"
Processed,8498,Tue Sep 16 00:19:53 IST 2025,GET,http://testfire.net/,200,OK,508,149,9405,Medium,false,"Form, Comment"
Processed,8499,Tue Sep 16 00:19:53 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,519,150,10149,Medium,false,"Form, Object, Comment"
Out of Scope,8500,Tue Sep 16 00:19:55 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Processed,8501,Tue Sep 16 00:19:55 IST 2025,GET,http://testfire.net/index.jsp?content=personal.htm,200,OK,517,149,8525,Medium,false,"Form, Comment"
Out of Scope,8502,Tue Sep 16 00:19:57 IST 2025,GET,https://github.com/AppSecDev/AltoroJ/,403,Forbidden,0,130,40,,false,
Processed,8503,Tue Sep 16 00:19:56 IST 2025,GET,http://testfire.net/,200,OK,517,149,9405,Medium,false,"Form, Comment"
Processed,8504,Tue Sep 16 00:19:56 IST 2025,GET,http://testfire.net/,200,OK,522,149,9405,Medium,false,"Form, Comment"
Processed,8505,Tue Sep 16 00:19:57 IST 2025,GET,http://testfire.net/,200,OK,519,149,9405,Medium,false,"Form, Comment"
Processed,8506,Tue Sep 16 00:19:58 IST 2025,GET,http://testfire.net/,200,OK,527,149,9405,Medium,false,"Form, Comment"
Processed,8507,Tue Sep 16 00:19:58 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,522,150,10149,Medium,false,"Form, Object, Comment"
Processed,8508,Tue Sep 16 00:19:58 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,514,150,10149,Medium,false,"Form, Object, Comment"
Processed,8509,Tue Sep 16 00:19:59 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,538,150,10149,Medium,false,"Form, Object, Comment"
Processed,8510,Tue Sep 16 00:19:59 IST 2025,GET,http://testfire.net/,200,OK,524,149,9405,Medium,false,"Form, Comment"
Out of Scope,8511,Tue Sep 16 00:20:00 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Processed,8512,Tue Sep 16 00:20:00 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,505,150,10149,Medium,false,"Form, Object, Comment"
Out of Scope,8513,Tue Sep 16 00:20:00 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Out of Scope,8514,Tue Sep 16 00:20:01 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Processed,8515,Tue Sep 16 00:20:01 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,517,150,10149,Medium,false,"Form, Object, Comment"
Processed,8516,Tue Sep 16 00:20:01 IST 2025,GET,http://testfire.net/index.jsp?content=business_deposit.htm,200,OK,531,149,7883,Medium,false,"Form, Comment"
Out of Scope,8517,Tue Sep 16 00:20:03 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Processed,8518,Tue Sep 16 00:20:03 IST 2025,GET,http://testfire.net/altoro/images/gradient.jpg,404,Not Found,514,156,6958,Medium,false,"Form, Comment"
Processed,8519,Tue Sep 16 00:20:04 IST 2025,GET,http://testfire.net/,200,OK,269,149,9405,Medium,false,"Form, Comment"
Processed,8520,Tue Sep 16 00:20:05 IST 2025,GET,http://testfire.net/index.jsp?content=inside_press.htm,200,OK,527,149,9311,Medium,false,"Form, Comment"
Processed,8521,Tue Sep 16 00:20:06 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,510,150,10149,Medium,false,"Form, Object, Comment"
Processed,8522,Tue Sep 16 00:20:06 IST 2025,GET,http://testfire.net/,200,OK,524,149,9405,Medium,false,"Form, Comment"
Out of Scope,8523,Tue Sep 16 00:20:07 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Processed,8524,Tue Sep 16 00:20:07 IST 2025,GET,http://testfire.net/,200,OK,523,149,9405,Medium,false,"Form, Comment"
Processed,8525,Tue Sep 16 00:20:08 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,507,150,10149,Medium,false,"Form, Object, Comment"
Processed,8526,Tue Sep 16 00:20:09 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,521,150,10149,Medium,false,"Form, Object, Comment"
Out of Scope,8527,Tue Sep 16 00:20:10 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Processed,8528,Tue Sep 16 00:20:10 IST 2025,GET,http://testfire.net/,200,OK,521,149,9405,Medium,false,"Form, Comment"
Out of Scope,8529,Tue Sep 16 00:20:11 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Processed,8530,Tue Sep 16 00:20:10 IST 2025,GET,http://testfire.net/,200,OK,515,149,9405,Medium,false,"Form, Comment"
Processed,8531,Tue Sep 16 00:20:11 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,521,150,10149,Medium,false,"Form, Object, Comment"
Processed,8532,Tue Sep 16 00:20:12 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,524,150,10149,Medium,false,"Form, Object, Comment"
Out of Scope,8533,Tue Sep 16 00:20:13 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Processed,8534,Tue Sep 16 00:20:13 IST 2025,GET,http://testfire.net/,200,OK,521,149,9405,Medium,false,"Form, Comment"
Out of Scope,8535,Tue Sep 16 00:20:14 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Processed,8536,Tue Sep 16 00:20:15 IST 2025,GET,http://testfire.net/index.jsp?content=personal_loans.htm,200,OK,514,149,7832,Medium,false,"Form, Comment"
Processed,8537,Tue Sep 16 00:20:16 IST 2025,GET,http://testfire.net/,200,OK,555,149,9405,Medium,false,"Form, Comment"
Processed,8538,Tue Sep 16 00:20:16 IST 2025,GET,http://testfire.net/status_check.jsp,200,OK,511,150,10111,Medium,false,"Form, Script, Comment"
Processed,8539,Tue Sep 16 00:20:17 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,524,150,10149,Medium,false,"Form, Object, Comment"
Processed,8540,Tue Sep 16 00:20:18 IST 2025,GET,http://testfire.net/,200,OK,529,149,9405,Medium,false,"Form, Comment"
Out of Scope,8541,Tue Sep 16 00:20:19 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Processed,8542,Tue Sep 16 00:20:19 IST 2025,GET,http://testfire.net/,200,OK,521,149,9405,Medium,false,"Form, Comment"
Processed,8543,Tue Sep 16 00:20:19 IST 2025,GET,http://testfire.net/,200,OK,541,149,9405,Medium,false,"Form, Comment"
Processed,8544,Tue Sep 16 00:20:20 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,520,150,10149,Medium,false,"Form, Object, Comment"
Processed,8545,Tue Sep 16 00:20:20 IST 2025,GET,http://testfire.net/,200,OK,528,149,9405,Medium,false,"Form, Comment"
Processed,8546,Tue Sep 16 00:20:21 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,512,150,10149,Medium,false,"Form, Object, Comment"
Out of Scope,8547,Tue Sep 16 00:20:22 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Processed,8548,Tue Sep 16 00:20:21 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,518,150,10149,Medium,false,"Form, Object, Comment"
Out of Scope,8549,Tue Sep 16 00:20:22 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Processed,8550,Tue Sep 16 00:20:22 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,517,150,10149,Medium,false,"Form, Object, Comment"
Out of Scope,8551,Tue Sep 16 00:20:23 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Out of Scope,8552,Tue Sep 16 00:20:24 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Processed,8553,Tue Sep 16 00:20:24 IST 2025,GET,http://testfire.net/,200,OK,516,149,9405,Medium,false,"Form, Comment"
Processed,8554,Tue Sep 16 00:20:26 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,515,150,10149,Medium,false,"Form, Object, Comment"
Processed,8555,Tue Sep 16 00:20:27 IST 2025,GET,http://testfire.net/,200,OK,529,149,9405,Medium,false,"Form, Comment"
Out of Scope,8556,Tue Sep 16 00:20:28 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Processed,8557,Tue Sep 16 00:20:28 IST 2025,GET,http://testfire.net/,200,OK,523,149,9405,Medium,false,"Form, Comment"
Processed,8558,Tue Sep 16 00:20:29 IST 2025,GET,http://testfire.net/index.jsp?content=personal.htm,200,OK,514,149,8525,Medium,false,"Form, Comment"
Processed,8559,Tue Sep 16 00:20:29 IST 2025,GET,http://testfire.net/,200,OK,521,149,9405,Medium,false,"Form, Comment"
Processed,8560,Tue Sep 16 00:20:29 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,513,150,10149,Medium,false,"Form, Object, Comment"
Out of Scope,8561,Tue Sep 16 00:20:31 IST 2025,GET,https://www.hcl-software.com/appscan/,403,Forbidden,0,130,40,,false,
Out of Scope,8562,Tue Sep 16 00:20:31 IST 2025,GET,https://www.hcl-software.com/favicon.ico,403,Forbidden,0,130,40,,false,
Processed,8563,Tue Sep 16 00:20:31 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,505,150,10149,Medium,false,"Form, Object, Comment"
Out of Scope,8564,Tue Sep 16 00:20:31 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Out of Scope,8565,Tue Sep 16 00:20:33 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Processed,8566,Tue Sep 16 00:20:32 IST 2025,GET,http://testfire.net/,200,OK,506,149,9405,Medium,false,"Form, Comment"
Processed,8567,Tue Sep 16 00:20:34 IST 2025,GET,http://testfire.net/,200,OK,520,149,9405,Medium,false,"Form, Comment"
Processed,8568,Tue Sep 16 00:20:34 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,519,150,10149,Medium,false,"Form, Object, Comment"
Processed,8569,Tue Sep 16 00:20:35 IST 2025,GET,http://testfire.net/api/account/mQAfjDJR,401,Unauthorized,505,145,35,Low,false,JSON
Processed,8570,Tue Sep 16 00:20:36 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,253,150,10149,Medium,false,"Form, Object, Comment"
Out of Scope,8571,Tue Sep 16 00:20:37 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Out of Scope,8572,Tue Sep 16 00:20:37 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Processed,8573,Tue Sep 16 00:20:38 IST 2025,GET,http://testfire.net/,200,OK,2527,149,9405,Medium,false,"Form, Comment"
Processed,8574,Tue Sep 16 00:20:40 IST 2025,GET,http://testfire.net/,200,OK,1056,149,9405,Medium,false,"Form, Comment"
Processed,8575,Tue Sep 16 00:20:39 IST 2025,GET,http://testfire.net/,200,OK,1555,149,9405,Medium,false,"Form, Comment"
Processed,8576,Tue Sep 16 00:20:42 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,513,150,10149,Medium,false,"Form, Object, Comment"
Processed,8577,Tue Sep 16 00:20:42 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,524,150,10149,Medium,false,"Form, Object, Comment"
Processed,8578,Tue Sep 16 00:20:42 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,523,150,10149,Medium,false,"Form, Object, Comment"
Processed,8579,Tue Sep 16 00:20:43 IST 2025,GET,http://testfire.net/,200,OK,504,149,9405,Medium,false,"Form, Comment"
Out of Scope,8580,Tue Sep 16 00:20:44 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Out of Scope,8581,Tue Sep 16 00:20:44 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Processed,8582,Tue Sep 16 00:20:44 IST 2025,GET,http://testfire.net/index.jsp?content=business_deposit.htm,200,OK,522,149,7883,Medium,false,"Form, Comment"
Processed,8583,Tue Sep 16 00:20:44 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,524,150,10149,Medium,false,"Form, Object, Comment"
Processed,8584,Tue Sep 16 00:20:45 IST 2025,GET,http://testfire.net/,200,OK,519,149,9405,Medium,false,"Form, Comment"
Processed,8585,Tue Sep 16 00:20:46 IST 2025,GET,http://testfire.net/altoro/images/gradient.jpg,404,Not Found,524,156,6958,Medium,false,"Form, Comment"
Out of Scope,8586,Tue Sep 16 00:20:46 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Processed,8587,Tue Sep 16 00:20:46 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,268,150,10149,Medium,false,"Form, Object, Comment"
Processed,8588,Tue Sep 16 00:20:47 IST 2025,GET,http://testfire.net/index.jsp?content=inside_careers.htm,200,OK,518,149,8338,Medium,false,"Form, Comment"
Out of Scope,8589,Tue Sep 16 00:20:48 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Processed,8590,Tue Sep 16 00:20:48 IST 2025,GET,http://testfire.net/,200,OK,539,149,9405,Medium,false,"Form, Comment"
Processed,8591,Tue Sep 16 00:20:49 IST 2025,GET,http://testfire.net/,200,OK,506,149,9405,Medium,false,"Form, Comment"
Processed,8592,Tue Sep 16 00:20:49 IST 2025,GET,http://testfire.net/,200,OK,515,149,9405,Medium,false,"Form, Comment"
Processed,8593,Tue Sep 16 00:20:50 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,527,150,10149,Medium,false,"Form, Object, Comment"
Processed,8594,Tue Sep 16 00:20:51 IST 2025,GET,http://testfire.net/index.jsp?content=personal_loans.htm,200,OK,557,149,7832,Medium,false,"Form, Comment"
Out of Scope,8595,Tue Sep 16 00:20:51 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Processed,8596,Tue Sep 16 00:20:51 IST 2025,GET,http://testfire.net/index.jsp?content=inside_contact.htm,200,OK,540,150,10149,Medium,false,"Form, Object, Comment"
Processed,8597,Tue Sep 16 00:20:52 IST 2025,GET,http://testfire.net/api/account,401,Unauthorized,516,145,35,Low,false,JSON
Out of Scope,8598,Tue Sep 16 00:20:52 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Out of Scope,8599,Tue Sep 16 00:20:53 IST 2025,GET,https://online.swagger.io/validator?url=http%3A%2F%2Ftestfire.net%2Fswagger%2Fproperties.json,403,Forbidden,0,130,40,,false,
Processed,8600,Tue Sep 16 00:20:54 IST 2025,GET,http://testfire.net/,200,OK,262,149,9405,Medium,false,"Form, Comment"
